epoch,accuracy,loss,val_accuracy,val_loss,LR
1,0.24503464996814728,1.8078246773967344,0.26541727781295776,1.8617949935219706,0.001
2,0.3058769404888153,1.6924520445310158,0.15225990116596222,1.970114779946993,0.001
3,0.39481937885284424,1.5251182789197728,0.1635432243347168,1.9789816581988782,0.001
4,0.42851829528808594,1.435979809715595,0.1236625388264656,2.6236528606933036,0.001
5,0.4489644169807434,1.392976624530025,0.2516697943210602,1.8152474646871017,0.001
6,0.4685778319835663,1.3455411749548802,0.14473769068717957,2.3630095611370905,0.001
7,0.48216724395751953,1.3130222899446464,0.17398352921009064,2.140341001620329,0.001
8,0.49286866188049316,1.2889934215105323,0.16983334720134735,2.3987675115729914,0.001
9,0.5028613805770874,1.268915853749848,0.10777511447668076,3.22563214705895,0.001
10,0.514182984828949,1.2477955980766073,0.48602554202079773,1.333595331993311,0.001
11,0.5197817087173462,1.2311700213033834,0.16432137787342072,2.3457624519252414,0.001
12,0.5230417847633362,1.228122544551381,0.40950652956962585,1.5515229987476626,0.001
13,0.5289417505264282,1.2182299554104044,0.2886972427368164,2.01177357585272,0.001
14,0.5265675783157349,1.2255818395399527,0.26541727781295776,3.684230962791267,0.001
15,0.50775146484375,1.2715413655014958,0.11244407296180725,2.7862511723663514,0.001
16,0.5225279927253723,1.241964157825514,0.2652876079082489,3.7484712816229373,0.001
17,0.5149625539779663,1.2612823265292166,0.09662149101495743,3.7510245590310145,0.001
18,0.5018869638442993,1.290902792436928,0.10174437612295151,3.5049694573459487,0.001
19,0.5137577652931213,1.260954212296286,0.10109590739011765,3.6960488900191497,0.001
20,0.5229886174201965,1.2460225063816586,0.13280591368675232,2.677244219518065,0.001
21,0.5236619114875793,1.2507233655870291,0.09636210650205612,4.000559878777564,0.001
22,0.5127655267715454,1.2825911211106997,0.15511316061019897,2.20258451044602,0.001
23,0.4949239194393158,1.318873727681316,0.09551909565925598,3.3658045935156156,0.001
24,0.4939848780632019,1.3161108403491344,0.2157447636127472,2.282339324871395,0.001
25,0.5060151219367981,1.2882229522211455,0.4602814316749573,1.3887978389981919,0.0001
26,0.5070959329605103,1.282155981326335,0.48946240544319153,1.345025953441949,0.0001
27,0.5133147835731506,1.2674001950722236,0.48408013582229614,1.3603951814426507,0.0001
28,0.5193387866020203,1.2558979903254908,0.49691978096961975,1.3381244012272224,0.0001
29,0.520082950592041,1.248730589967056,0.4622916877269745,1.4531358319044376,0.0001
30,0.5265144109725952,1.2411518592486905,0.5041177868843079,1.3024646188875602,0.0001
31,0.5296504497528076,1.2333227737813222,0.4637831449508667,1.4431396864103858,0.0001
32,0.5322372317314148,1.2291313856071855,0.426561176776886,1.5724175781075356,0.0001
33,0.5336723327636719,1.222995108975249,0.4759094715118408,1.3964410094959434,0.0001
34,0.5347708463668823,1.223266435874239,0.41586148738861084,1.541892880124423,0.0001
35,0.5345936417579651,1.2243754779698377,0.39297062158584595,1.7031204241443474,0.0001
36,0.5357630252838135,1.223795770405477,0.5101485252380371,1.2964519252882851,0.0001
37,0.5364717245101929,1.224148466047593,0.4588547945022583,1.45731253441063,0.0001
38,0.5362414121627808,1.2239440381321016,0.39673173427581787,1.6529505398477393,0.0001
39,0.5349302887916565,1.2292420976891605,0.47078660130500793,1.4349970284946758,0.0001
40,0.5363831520080566,1.2221093921129464,0.38830167055130005,1.791143056707974,0.0001
41,0.5383498072624207,1.2213019207614966,0.4286362826824188,1.5843494079910931,0.0001
